program_name,config,line_coverage,line_covered,total_lines,function_coverage,function_covered,total_functions,branch_coverage,error_cover,time_difference,num_queue_files,num_crash_files
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-1.c,c17,84.2,898,1066,93.1,27,29,65.76%,TRUE,19.44000005722046,69,2
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-1.c,c18,52.0,554,1066,75.9,22,29,31.79%,UNKNOWN,-1,18,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-1.c,c67,86.8,925,1066,93.1,27,29,68.75%,TRUE,322.32400012016296,207,4
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-1.c,c68,86.4,921,1066,93.1,27,29,68.75%,TRUE,111.4079999923706,201,7
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-2.c,c9,86.0,915,1064,93.1,27,29,66.12%,UNKNOWN,-1,81,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-2.c,c10,51.1,544,1064,75.9,22,29,31.15%,UNKNOWN,-1,28,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-2.c,c59,86.0,915,1064,93.1,27,29,68.03%,UNKNOWN,-1,242,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/cdaudio_simpl1.cil-2.c,c60,86.4,919,1064,93.1,27,29,68.31%,UNKNOWN,-1,259,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/diskperf_simpl1.cil.c,c1,83.8,444,530,88.5,23,26,66.08%,UNKNOWN,-1,46,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/diskperf_simpl1.cil.c,c2,77.7,412,530,88.5,23,26,58.48%,UNKNOWN,-1,36,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/diskperf_simpl1.cil.c,c51,82.8,439,530,88.5,23,26,63.74%,UNKNOWN,-1,380,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/diskperf_simpl1.cil.c,c52,82.1,435,530,88.5,23,26,63.16%,UNKNOWN,-1,417,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-1.c,c9,84.6,449,531,76.0,19,25,69.61%,TRUE,6.440000057220459,21,2
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-1.c,c10,89.1,473,531,84.0,21,25,76.8%,TRUE,9.76800012588501,20,3
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-1.c,c59,85.7,455,531,76.0,19,25,71.82%,TRUE,11.156000137329102,57,7
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-1.c,c60,89.8,477,531,84.0,21,25,75.14%,TRUE,5.8440001010894775,66,11
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-2.c,c9,87.3,469,537,80.8,21,26,72.38%,UNKNOWN,-1,21,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-2.c,c10,88.1,473,537,80.8,21,26,73.48%,UNKNOWN,-1,22,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-2.c,c59,89.8,482,537,80.8,21,26,77.9%,UNKNOWN,-1,67,-1
/home/administrator/Desktop/exp20_equality/cfiles32/ntdrivers-simplified/floppy_simpl3.cil-2.c,c60,89.6,481,537,80.8,21,26,76.24%,UNKNOWN,-1,71,-1
