program_name,config,line_coverage,line_covered,total_lines,function_coverage,function_covered,total_functions,branch_coverage,error_cover,time_difference,num_queue_files,num_crash_files
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label47.c,c13,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,176,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label47.c,c14,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,186,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label47.c,c63,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,232,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label47.c,c64,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,208,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label25.c,c17,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,316,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label25.c,c18,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,316,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label25.c,c67,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,355,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label25.c,c68,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,387,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label27.c,c17,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,306,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label27.c,c18,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,341,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label27.c,c67,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,372,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label27.c,c68,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,362,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label35.c,c17,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,317,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label35.c,c18,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,328,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label35.c,c67,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,364,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem11_label35.c,c68,61.9,486,785,66.7,2,3,56.83%,UNKNOWN,-1,349,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem14_label54.c,c17,94.2,614,652,66.7,2,3,85.0%,TRUE,501.33201265335083,148,8
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem14_label54.c,c18,94.2,614,652,66.7,2,3,85.0%,TRUE,168.83600425720215,144,9
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem14_label54.c,c67,94.2,614,652,66.7,2,3,85.0%,TRUE,315.76000785827637,184,8
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem14_label54.c,c68,94.2,614,652,66.7,2,3,85.0%,TRUE,280.82400703430176,171,8
