hamming_loss,accuracy,f1_score,jaccard_score,log_loss,label_accuracies,average_accuracy
0.1791497975708502,0.3076923076923077,0.8139539425105589,0.6881526971891863,56.91295514243032,"[0.8269230769230769, 0.75, 0.8461538461538461, 0.7884615384615384, 0.8076923076923077, 0.8076923076923077, 0.9038461538461539, 0.7884615384615384, 0.7692307692307693, 0.8461538461538461, 0.8269230769230769, 0.8461538461538461, 0.8461538461538461, 0.75, 0.8269230769230769, 0.8269230769230769, 0.8653846153846154, 0.8461538461538461, 0.8269230769230769]",0.8208502024291499
