program_name,config,line_coverage,line_covered,total_lines,function_coverage,function_covered,total_functions,branch_coverage,error_cover,time_difference,num_queue_files,num_crash_files
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label58.c,c13,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,355,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label58.c,c14,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,343,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label58.c,c63,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,363,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label58.c,c64,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,338,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label59.c,c13,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,337,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label59.c,c14,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,327,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label59.c,c63,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,362,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem01_label59.c,c64,82.9,406,490,66.7,2,3,56.77%,UNKNOWN,-1,328,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label21.c,c13,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,202,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label21.c,c14,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,203,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label21.c,c63,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,206,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label21.c,c64,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,206,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label22.c,c13,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,214,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label22.c,c14,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,201,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label22.c,c63,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,212,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label22.c,c64,46.6,230,494,66.7,2,3,30.32%,UNKNOWN,-1,198,-1
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label45.c,c13,46.4,229,494,66.7,2,3,30.32%,TRUE,16.07200002670288,191,3
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label45.c,c14,46.4,229,494,66.7,2,3,30.32%,TRUE,21.48799991607666,197,4
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label45.c,c63,46.4,229,494,66.7,2,3,30.32%,TRUE,11.404000043869019,197,5
/home/administrator/Desktop/exp20_equality/cfiles32/eca-rers2012/Problem02_label45.c,c64,46.4,229,494,66.7,2,3,30.32%,TRUE,10.299999952316284,210,7
