mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__criterion,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.223893404006958,0.01059173294875962,0.033307242393493655,0.0033155644587582987,gini,34,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 34}",0.7468671679197996,0.7719298245614036,0.7694235588972431,0.7619047619047619,0.7644110275689224,0.7710526315789474,0.7289473684210527,0.8078947368421051,0.831578947368421,0.8105263157894737,0.7764536340852131,0.029624730706675255,266
0.23487286567687987,0.010853507101593624,0.03987131118774414,0.006378517921769258,gini,35,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 35}",0.7343358395989976,0.7869674185463659,0.7669172932330827,0.7593984962406014,0.7669172932330826,0.7657894736842106,0.7263157894736842,0.8105263157894737,0.8368421052631578,0.7921052631578949,0.7746115288220551,0.03162829815272093,348
0.24157800674438476,0.010448406624739167,0.04006392955780029,0.00607957657198723,gini,36,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 36}",0.7468671679197996,0.7869674185463659,0.7769423558897244,0.7794486215538847,0.7543859649122806,0.7631578947368421,0.7263157894736841,0.7973684210526315,0.8473684210526317,0.8131578947368421,0.7791979949874687,0.033031640164423205,70
0.2560943841934204,0.013652082451485097,0.03693997859954834,0.002806395223257004,gini,37,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 37}",0.7443609022556391,0.7969924812030075,0.7593984962406015,0.7744360902255638,0.7669172932330828,0.7631578947368421,0.7368421052631579,0.8052631578947369,0.8342105263157894,0.7973684210526316,0.7778947368421053,0.028576275805683525,157
0.2715964078903198,0.007831814949245303,0.04426085948944092,0.004074902068187468,gini,38,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 38}",0.7518796992481204,0.781954887218045,0.7769423558897243,0.7644110275689223,0.7719298245614034,0.773684210526316,0.7210526315789474,0.8026315789473684,0.8289473684210527,0.8052631578947368,0.7778696741854637,0.028508989505903592,164
0.27904067039489744,0.011190278979561525,0.04142804145812988,0.00483215597893716,gini,39,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 39}",0.7393483709273184,0.7819548872180452,0.7518796992481204,0.7568922305764411,0.7543859649122806,0.7657894736842106,0.718421052631579,0.7999999999999999,0.8342105263157894,0.8,0.7702882205513785,0.032290363927810324,391
0.27246522903442383,0.012831345768987628,0.04090671539306641,0.0038446383899205933,gini,40,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 40}",0.7568922305764412,0.7919799498746868,0.7694235588972431,0.7719298245614036,0.7694235588972432,0.7684210526315789,0.7157894736842105,0.7973684210526315,0.8342105263157894,0.7947368421052632,0.7770175438596492,0.02931223148328066,227
0.269396710395813,0.011997586198016297,0.04154007434844971,0.005290962336690364,gini,41,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 41}",0.7493734335839599,0.7719298245614035,0.7669172932330827,0.7644110275689222,0.7719298245614034,0.7763157894736843,0.7263157894736842,0.7973684210526315,0.831578947368421,0.7921052631578949,0.7748245614035086,0.026867673493354113,343
0.2716514587402344,0.01588713210235134,0.04049525260925293,0.004895472071556529,gini,42,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 42}",0.7493734335839599,0.7669172932330826,0.7744360902255639,0.7719298245614036,0.7719298245614036,0.7842105263157896,0.7289473684210526,0.8,0.8342105263157894,0.7947368421052632,0.7776691729323308,0.027195742673166764,175
0.2877426862716675,0.01860283514295296,0.043898153305053714,0.011261882402876981,gini,43,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 43}",0.7418546365914788,0.7844611528822055,0.7719298245614035,0.7644110275689222,0.769423558897243,0.7710526315789474,0.718421052631579,0.8078947368421052,0.8368421052631579,0.7973684210526316,0.7763659147869674,0.03153685980798025,276
0.2867486238479614,0.013001858515297528,0.04160897731781006,0.005110668084526079,gini,44,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 44}",0.7418546365914788,0.7719298245614034,0.7819548872180452,0.7593984962406014,0.7669172932330826,0.7815789473684212,0.7263157894736842,0.7973684210526315,0.8236842105263158,0.7921052631578948,0.7743107769423558,0.02652719713545216,362
0.28161613941192626,0.01255849669178218,0.04068195819854736,0.005777070902240014,gini,45,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 45}",0.7343358395989976,0.7719298245614035,0.7769423558897243,0.769423558897243,0.7568922305764411,0.768421052631579,0.7289473684210527,0.8026315789473685,0.8315789473684211,0.8052631578947369,0.7746365914786967,0.030114959083664718,347
0.28863542079925536,0.020498805523374467,0.043230199813842775,0.007856103188194628,gini,46,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 46}",0.7418546365914788,0.7744360902255639,0.7669172932330827,0.7593984962406014,0.7644110275689224,0.7631578947368421,0.7263157894736842,0.8078947368421051,0.8263157894736842,0.8026315789473685,0.7733333333333332,0.029122645252959618,376
0.297502326965332,0.01855030066463953,0.045212507247924805,0.005845611393021026,gini,47,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 47}",0.7343358395989974,0.7844611528822054,0.7694235588972431,0.7769423558897243,0.7694235588972431,0.7657894736842106,0.7289473684210527,0.8052631578947368,0.831578947368421,0.8,0.7766165413533833,0.02954764984579104,260
0.3045619010925293,0.015390501307112536,0.04716026782989502,0.0068353675793785314,gini,48,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 48}",0.7393483709273183,0.7944862155388471,0.7744360902255639,0.769423558897243,0.7669172932330826,0.768421052631579,0.7236842105263158,0.8078947368421051,0.8342105263157894,0.7947368421052632,0.7773558897243108,0.030571358815881428,207
0.30369522571563723,0.007782365860539855,0.04141795635223389,0.0033801763328023017,gini,49,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 49}",0.7418546365914788,0.7844611528822056,0.7769423558897243,0.7518796992481203,0.7619047619047619,0.7736842105263159,0.7236842105263158,0.8078947368421051,0.8342105263157894,0.7894736842105264,0.7745989974937344,0.030543094207448104,349
0.3179499864578247,0.01139910762501133,0.045312237739562986,0.003118985128712578,gini,50,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 50}",0.7393483709273184,0.7819548872180452,0.7644110275689222,0.7568922305764411,0.7694235588972431,0.7710526315789474,0.7289473684210526,0.8184210526315789,0.8368421052631578,0.7947368421052632,0.776203007518797,0.031641514677657454,281
0.32801716327667235,0.0430140031615922,0.04573023319244385,0.006591660841214873,gini,51,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 51}",0.7493734335839599,0.7744360902255639,0.7669172932330827,0.7644110275689223,0.7669172932330828,0.7763157894736842,0.7289473684210526,0.8052631578947367,0.8368421052631579,0.7973684210526316,0.7766791979949874,0.02869643814616405,252
0.32054839134216306,0.011327624560825101,0.04721384048461914,0.003976476025634748,gini,52,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 52}",0.7644110275689223,0.7894736842105264,0.7769423558897244,0.7644110275689223,0.7669172932330826,0.7710526315789474,0.7236842105263158,0.8105263157894737,0.8368421052631579,0.7947368421052632,0.7798997493734336,0.028961643021030384,40
0.5784842729568481,0.10014990880455794,0.0946516752243042,0.020908732139436278,gini,53,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 53}",0.7518796992481204,0.7744360902255639,0.7719298245614035,0.7644110275689222,0.7568922305764412,0.768421052631579,0.7421052631578947,0.8052631578947368,0.8263157894736841,0.8052631578947369,0.7766917293233083,0.02558527781585173,251
0.5057929039001465,0.13193210509691664,0.07836470603942872,0.02105242873204548,gini,54,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 54}",0.7443609022556391,0.7769423558897242,0.7593984962406015,0.7568922305764411,0.7644110275689222,0.7710526315789474,0.7263157894736842,0.8105263157894737,0.8236842105263157,0.7973684210526316,0.7730952380952381,0.02847458910784131,377
0.3160145044326782,0.00863688783715531,0.04654574394226074,0.005938541886307124,gini,55,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 55}",0.7493734335839599,0.7769423558897244,0.7894736842105263,0.7769423558897242,0.7669172932330828,0.7631578947368421,0.7263157894736842,0.8105263157894737,0.8368421052631579,0.7894736842105263,0.7785964912280703,0.029353325252965554,114
0.3367760181427002,0.01059911001255201,0.0518688440322876,0.007219257210457298,gini,56,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 56}",0.7468671679197996,0.7744360902255639,0.7669172932330827,0.7644110275689223,0.7644110275689222,0.7657894736842106,0.7289473684210527,0.8026315789473684,0.8289473684210525,0.8026315789473685,0.7745989974937342,0.02778984449061303,353
0.4550135612487793,0.13743868897580863,0.0730402946472168,0.024184864275743855,gini,57,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 57}",0.7418546365914787,0.7844611528822055,0.786967418546366,0.7719298245614035,0.7644110275689222,0.7631578947368421,0.7184210526315791,0.8105263157894737,0.8342105263157894,0.7973684210526316,0.7773308270676692,0.031635955723068765,208
0.7257007598876953,0.1497855377236873,0.10655026435852051,0.024480742207349894,gini,58,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 58}",0.74937343358396,0.7593984962406015,0.7619047619047619,0.7518796992481204,0.7719298245614036,0.7763157894736842,0.7263157894736842,0.8105263157894737,0.831578947368421,0.7842105263157895,0.7723433583959899,0.029094713909877622,387
0.3457712411880493,0.03478066016277394,0.0487626314163208,0.0067019000844423336,gini,59,"{'estimator__criterion': 'gini', 'estimator__n_estimators': 59}",0.7443609022556391,0.7769423558897243,0.7819548872180452,0.7493734335839598,0.7568922305764411,0.768421052631579,0.7315789473684211,0.8026315789473683,0.831578947368421,0.7973684210526316,0.7741102756892231,0.028915898223000096,365
