mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__criterion,param_estimator__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.6849220275878907,0.5756358305561512,0.07788856029510498,0.016252421942875933,entropy,80,"{'estimator__criterion': 'entropy', 'estimator__n_estimators': 80}",0.7916666666666667,0.8421052631578947,0.8695652173913043,0.9221967963386727,0.931350114416476,0.9016018306636155,0.9244851258581236,0.8718535469107553,0.9176201372997712,0.862700228832952,0.8835144927536233,0.042270613724352944,1
