mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__metric,param_estimator__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.11841752529144287,0.2681041696651835,0.015578913688659667,0.005828730454455813,euclidean,1,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 1}",0.6842105263157894,0.7368421052631579,0.7092731829573934,0.6892230576441102,0.7468671679197995,0.781578947368421,0.7236842105263158,0.8052631578947368,0.7894736842105263,0.7815789473684212,0.7447994987468671,0.04110039764914445,86
0.024570488929748537,0.0012034652539052466,0.009762740135192871,0.0016468192282877317,euclidean,2,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 2}",0.7518796992481205,0.8295739348370927,0.7719298245614036,0.7418546365914787,0.8245614035087719,0.8131578947368421,0.6657894736842106,0.8421052631578947,0.7973684210526316,0.7315789473684211,0.7769799498746868,0.05225882592471439,6
0.03701159954071045,0.0062513888456877205,0.021801447868347167,0.002383432110512673,euclidean,3,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 3}",0.7769423558897244,0.7844611528822055,0.7418546365914787,0.7393483709273183,0.8170426065162908,0.7710526315789474,0.6789473684210526,0.8657894736842104,0.7842105263157896,0.7394736842105264,0.7699122807017544,0.047752531878973506,47
0.038748884201049806,0.005894281625153231,0.021912765502929688,0.004248380101458262,euclidean,4,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 4}",0.7994987468671679,0.7694235588972432,0.7869674185463659,0.7994987468671679,0.8295739348370927,0.7894736842105263,0.7052631578947368,0.886842105263158,0.7999999999999999,0.7289473684210527,0.7895488721804511,0.047501080630880134,1
0.030485701560974122,0.006941206874312945,0.014785432815551757,0.00499172319330448,euclidean,5,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 5}",0.7443609022556392,0.7393483709273183,0.7769423558897244,0.7919799498746867,0.8145363408521304,0.7763157894736842,0.7,0.8789473684210528,0.7789473684210527,0.718421052631579,0.7719799498746867,0.048602824338742724,29
0.02719442844390869,0.006714468209137408,0.014576458930969238,0.0048721264676168516,euclidean,6,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 6}",0.7819548872180452,0.7343358395989975,0.7894736842105263,0.8320802005012532,0.7869674185463659,0.7657894736842105,0.6973684210526315,0.8552631578947368,0.7789473684210526,0.7342105263157894,0.7756390977443608,0.04420605061483796,9
0.034158730506896974,0.006678541703914383,0.01802017688751221,0.004979648229051903,euclidean,7,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 7}",0.761904761904762,0.7167919799498746,0.7518796992481204,0.81203007518797,0.7543859649122806,0.7631578947368421,0.6947368421052631,0.8552631578947368,0.7578947368421053,0.736842105263158,0.7604887218045112,0.043078764576207726,77
0.024817728996276857,0.00147847702219924,0.012125825881958008,0.004106851006761016,euclidean,8,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 8}",0.761904761904762,0.7318295739348372,0.7568922305764412,0.8270676691729324,0.7619047619047619,0.7763157894736841,0.6921052631578947,0.8552631578947368,0.7578947368421053,0.7447368421052633,0.7665914786967418,0.04366056499459655,63
0.04125657081604004,0.0037001311269321893,0.023648500442504883,0.003799361778195121,euclidean,9,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 9}",0.7769423558897244,0.7518796992481203,0.7343358395989974,0.8471177944862155,0.7794486215538846,0.763157894736842,0.6868421052631578,0.881578947368421,0.7421052631578948,0.7473684210526317,0.771077694235589,0.05326866474322506,36
0.030692481994628908,0.006063872226407241,0.015993547439575196,0.006794707988006023,euclidean,10,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 10}",0.7844611528822055,0.7443609022556391,0.7318295739348372,0.862155388471178,0.7543859649122806,0.7684210526315788,0.6894736842105262,0.8552631578947368,0.7473684210526317,0.7526315789473685,0.7690350877192982,0.050617398174774675,56
0.03973550796508789,0.0017770507347325327,0.02447688579559326,0.0025475459152018614,euclidean,11,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 11}",0.7844611528822055,0.7368421052631579,0.6917293233082705,0.8671679197994988,0.7268170426065163,0.7447368421052631,0.6921052631578947,0.8605263157894738,0.7105263157894737,0.7526315789473685,0.7567543859649122,0.05977155801880447,83
0.03132522106170654,0.005893995603636947,0.0188997745513916,0.004801782067873953,euclidean,12,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 12}",0.7844611528822055,0.7343358395989975,0.7192982456140349,0.887218045112782,0.7268170426065163,0.7368421052631579,0.6947368421052631,0.8500000000000001,0.7500000000000001,0.7526315789473684,0.7636340852130326,0.057547341681171614,70
0.032843828201293945,0.0064392901130947994,0.01919577121734619,0.003924738880595343,euclidean,13,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 13}",0.7869674185463659,0.7418546365914787,0.7117794486215537,0.8746867167919801,0.7268170426065163,0.7184210526315791,0.6842105263157895,0.8500000000000001,0.7473684210526316,0.7578947368421054,0.76,0.057769119109337574,81
0.028461813926696777,0.004505597945979592,0.016907620429992675,0.004074465475176191,euclidean,14,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 14}",0.7944862155388472,0.7243107769423558,0.7343358395989975,0.8947368421052632,0.7218045112781954,0.7236842105263159,0.6973684210526315,0.8394736842105263,0.7447368421052631,0.755263157894737,0.7630200501253134,0.05869956829136162,72
