mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__metric,param_estimator__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.026262474060058594,0.0023292650102027333,0.027072834968566894,0.005484259135761158,euclidean,30,"{'estimator__metric': 'euclidean', 'estimator__n_neighbors': 30}",0.763157894736842,0.8223684210526315,0.6292906178489702,0.8901601830663616,0.8421052631578947,0.8466819221967963,0.8421052631578947,0.7551487414187643,0.9061784897025172,0.8581235697940501,0.8155320366132723,0.07687949128383094,89
0.025155282020568846,0.002725260883096248,0.0186478853225708,0.004107879335887269,manhattan,1,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 1}",0.7478070175438596,0.8004385964912281,0.7505720823798627,0.8970251716247141,0.8649885583524025,0.9038901601830662,0.9130434782608695,0.8398169336384439,0.8764302059496567,0.8306636155606407,0.8424675819984744,0.0571918486566699,28
0.030604290962219238,0.0022690638380214816,0.02542424201965332,0.00157687053718315,manhattan,2,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 2}",0.7587719298245614,0.7785087719298246,0.7643020594965675,0.8901601830663616,0.8443935926773454,0.851258581235698,0.8764302059496567,0.8832951945080092,0.8649885583524027,0.8764302059496567,0.8388539282990084,0.04889942628234007,37
0.03520700931549072,0.012251018589397505,0.026128673553466798,0.0024556069125025535,manhattan,3,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 3}",0.7697368421052633,0.8837719298245613,0.7574370709382151,0.9290617848970251,0.8764302059496567,0.8649885583524027,0.8558352402745996,0.851258581235698,0.8604118993135013,0.8329519450800915,0.8481884057971014,0.048709805213151665,20
0.028570008277893067,0.0030304340908636936,0.023606085777282716,0.0035851542318675995,manhattan,4,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 4}",0.7565789473684211,0.8596491228070174,0.7688787185354691,0.9336384439359267,0.8832951945080091,0.8741418764302058,0.860411899313501,0.8558352402745996,0.8672768878718536,0.8718535469107551,0.8531559877955759,0.04990688718497794,9
0.02630748748779297,0.0027210381306233115,0.022504258155822753,0.004442163766760517,manhattan,5,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 5}",0.7587719298245614,0.9188596491228072,0.8192219679633868,0.9382151029748284,0.9084668192219679,0.8764302059496567,0.8581235697940501,0.8421052631578947,0.8672768878718536,0.851258581235698,0.8638729977116706,0.04941064858188059,1
0.030951642990112306,0.003065267883971988,0.027442789077758788,0.0018615681958935762,manhattan,6,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 6}",0.787280701754386,0.8837719298245613,0.7414187643020594,0.9382151029748284,0.931350114416476,0.8787185354691075,0.8489702517162471,0.8100686498855834,0.9290617848970251,0.8672768878718536,0.8616132723112127,0.062357667532948226,2
0.026686882972717284,0.002673787877085372,0.02043323516845703,0.00573484288658944,manhattan,7,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 7}",0.7828947368421052,0.8837719298245614,0.7482837528604119,0.9336384439359268,0.9359267734553777,0.8695652173913043,0.8443935926773456,0.8032036613272311,0.8695652173913043,0.860411899313501,0.8531655225019069,0.05776138945679703,8
0.025943422317504884,0.0035841415897904924,0.017050814628601075,0.003655876070895815,manhattan,8,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 8}",0.7872807017543859,0.8771929824561402,0.7345537757437072,0.9336384439359268,0.9199084668192219,0.8466819221967965,0.8581235697940504,0.7757437070938216,0.931350114416476,0.862700228832952,0.852717391304348,0.06494603624163882,10
0.026642489433288574,0.004537134619024416,0.0232832670211792,0.011967342885664162,manhattan,9,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 9}",0.7872807017543859,0.8552631578947368,0.7528604118993135,0.9336384439359268,0.8993135011441649,0.8443935926773456,0.8718535469107551,0.7665903890160183,0.9290617848970251,0.8421052631578947,0.8482360793287566,0.06047550953786944,19
0.026348137855529787,0.003588226114615623,0.023046278953552247,0.005135024806413491,manhattan,10,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 10}",0.7916666666666666,0.8771929824561402,0.7276887871853548,0.9382151029748284,0.8947368421052634,0.8421052631578947,0.8627002288329519,0.7688787185354691,0.9382151029748286,0.8581235697940504,0.8499523264683448,0.06598311702799686,15
0.0281574010848999,0.002929582780703221,0.022811746597290038,0.004063713861364549,manhattan,11,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 11}",0.7872807017543859,0.8640350877192983,0.7231121281464531,0.9290617848970253,0.8581235697940504,0.8421052631578947,0.8649885583524027,0.7711670480549199,0.9267734553775744,0.8558352402745996,0.8422482837528605,0.06194911201632592,29
0.025935554504394533,0.002043630785422313,0.02136695384979248,0.004163006789979839,manhattan,12,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 12}",0.7960526315789472,0.8421052631578947,0.7162471395881006,0.9359267734553777,0.8855835240274599,0.8443935926773454,0.8718535469107551,0.7665903890160183,0.9336384439359268,0.8627002288329519,0.8455091533180777,0.06628216296543663,26
0.0268399715423584,0.003235250514299922,0.02153353691101074,0.004655204289658913,manhattan,13,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 13}",0.7960526315789472,0.8442982456140351,0.7185354691075514,0.9359267734553777,0.8672768878718534,0.839816933638444,0.8649885583524027,0.7688787185354692,0.9336384439359268,0.8581235697940504,0.8427536231884059,0.06430625836270944,27
0.024505352973937987,0.0026767349808936316,0.018418288230895995,0.004200723443886034,manhattan,14,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 14}",0.7982456140350876,0.850877192982456,0.711670480549199,0.9244851258581236,0.8970251716247141,0.860411899313501,0.8787185354691075,0.7688787185354691,0.9382151029748286,0.8627002288329519,0.8491228070175438,0.0670992342648515,16
0.02912459373474121,0.0026647428154929578,0.025748300552368163,0.004442966074142547,manhattan,15,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 15}",0.7982456140350876,0.8486842105263158,0.7139588100686499,0.9267734553775744,0.8787185354691075,0.860411899313501,0.8878718535469108,0.7665903890160183,0.9382151029748286,0.8558352402745996,0.8475305110602592,0.06645388601516382,21
0.02925879955291748,0.010631580841156512,0.021529173851013182,0.005170952700977927,manhattan,16,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 16}",0.7982456140350876,0.8486842105263158,0.7185354691075515,0.8993135011441649,0.9016018306636155,0.860411899313501,0.8947368421052629,0.7734553775743707,0.9359267734553777,0.8558352402745996,0.8486746758199848,0.06358184368912902,18
0.0277482271194458,0.0036205823756099566,0.02809321880340576,0.0036359306820928586,manhattan,17,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 17}",0.7982456140350876,0.837719298245614,0.7185354691075515,0.9267734553775744,0.8947368421052632,0.8581235697940504,0.906178489702517,0.7734553775743707,0.9359267734553777,0.839816933638444,0.8489511823035849,0.06675702423133448,17
0.02893071174621582,0.003121280267690311,0.031237316131591798,0.0015468836593189885,manhattan,18,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 18}",0.7982456140350876,0.8399122807017543,0.7208237986270023,0.9267734553775744,0.9107551487414188,0.8672768878718534,0.906178489702517,0.7757437070938216,0.9382151029748284,0.8558352402745996,0.8539759725400456,0.06758587318300872,5
0.028983330726623534,0.002070352875674271,0.03044426441192627,0.0024596023756890462,manhattan,19,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 19}",0.8004385964912281,0.8179824561403509,0.7208237986270023,0.9382151029748284,0.9084668192219681,0.8672768878718534,0.9038901601830662,0.77116704805492,0.9336384439359268,0.8443935926773454,0.8506292906178489,0.0691435866499974,12
0.029466700553894044,0.003002608543584231,0.028847885131835938,0.005612849011193011,manhattan,20,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 20}",0.8004385964912281,0.8157894736842105,0.723112128146453,0.9382151029748284,0.9130434782608696,0.8741418764302058,0.9038901601830662,0.7688787185354692,0.9382151029748284,0.8512585812356978,0.8526983218916856,0.07018684369169448,11
0.029141616821289063,0.0032345714738311153,0.02601492404937744,0.004616098190326609,manhattan,21,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 21}",0.7894736842105263,0.7763157894736842,0.723112128146453,0.9336384439359267,0.9061784897025172,0.8741418764302058,0.8855835240274599,0.7688787185354692,0.9359267734553777,0.8192219679633866,0.8412471395881006,0.07165123411467739,30
0.026540136337280272,0.0032054270419830297,0.02495708465576172,0.003874898025722177,manhattan,22,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 22}",0.7916666666666667,0.7785087719298246,0.6659038901601831,0.9244851258581237,0.9084668192219681,0.8741418764302058,0.8970251716247138,0.7734553775743708,0.9382151029748284,0.8215102974828374,0.8373379099923722,0.08186275865489688,40
0.028863358497619628,0.004006143733870701,0.033669662475585935,0.01155636406235718,manhattan,23,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 23}",0.7719298245614035,0.7785087719298246,0.6659038901601831,0.9244851258581237,0.8924485125858123,0.8741418764302058,0.8970251716247138,0.7734553775743708,0.9359267734553777,0.7848970251716247,0.8298722349351639,0.08286799773500513,56
0.029808616638183592,0.0023071073379009872,0.03199162483215332,0.002696423974288142,manhattan,24,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 24}",0.763157894736842,0.8179824561403508,0.6315789473684209,0.8901601830663615,0.8947368421052632,0.8741418764302058,0.8970251716247138,0.7734553775743708,0.9382151029748284,0.8237986270022883,0.8304252479023646,0.0855445143002619,55
0.024334979057312012,0.0013155697998497322,0.022511100769042967,0.0035322000014428455,manhattan,25,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 25}",0.7828947368421053,0.8135964912280702,0.665903890160183,0.8993135011441646,0.8924485125858125,0.8741418764302058,0.8970251716247138,0.7665903890160183,0.9382151029748284,0.8192219679633868,0.8349351639969489,0.07756575665054652,43
0.02591052055358887,0.002429701589592502,0.021801018714904787,0.0035774847308906606,manhattan,26,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 26}",0.7631578947368421,0.8399122807017543,0.6292906178489702,0.8672768878718536,0.8832951945080091,0.860411899313501,0.860411899313501,0.7688787185354692,0.9382151029748284,0.8581235697940501,0.826897406559878,0.08189693625042936,68
0.025119900703430176,0.003320380113416091,0.02126941680908203,0.004941209331989016,manhattan,27,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 27}",0.7631578947368421,0.8267543859649124,0.6475972540045767,0.8993135011441649,0.8924485125858123,0.8741418764302058,0.8649885583524027,0.7665903890160183,0.9359267734553777,0.8581235697940501,0.8329042715484363,0.08097770852157113,48
0.025994324684143068,0.002760510125404885,0.026730442047119142,0.0044680707281672455,manhattan,28,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 28}",0.743421052631579,0.8399122807017543,0.6292906178489702,0.8924485125858123,0.874141876430206,0.860411899313501,0.8443935926773456,0.7665903890160183,0.9153318077803203,0.8581235697940501,0.8224065598779557,0.08147111921524437,81
0.02498924732208252,0.002622713052600115,0.026712417602539062,0.003809813739709759,manhattan,29,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 29}",0.7368421052631579,0.8399122807017543,0.654462242562929,0.9016018306636158,0.8764302059496567,0.8627002288329519,0.8672768878718534,0.757437070938215,0.9359267734553777,0.8558352402745996,0.8288424866514111,0.08153007404498719,59
0.033027815818786624,0.013112138497358214,0.03340668678283691,0.0033884294811226136,manhattan,30,"{'estimator__metric': 'manhattan', 'estimator__n_neighbors': 30}",0.7478070175438597,0.8486842105263158,0.6338672768878717,0.8695652173913044,0.8489702517162471,0.8466819221967963,0.839816933638444,0.757437070938215,0.9221967963386727,0.8604118993135013,0.8175438596491228,0.07811000190733178,88
0.02698681354522705,0.0034261324197610637,0.02103297710418701,0.004847941551180428,minkowski,1,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 1}",0.7105263157894737,0.8333333333333331,0.7459954233409611,0.8947368421052634,0.8649885583524025,0.8993135011441649,0.874141876430206,0.7917620137299771,0.9084668192219679,0.8306636155606407,0.8353928299008391,0.06390505881509925,41
0.03116188049316406,0.0030294770947127316,0.02203209400177002,0.005080646673988157,minkowski,2,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 2}",0.756578947368421,0.7653508771929824,0.7643020594965675,0.8924485125858125,0.8855835240274599,0.8352402745995423,0.8764302059496567,0.8398169336384439,0.8970251716247141,0.8741418764302058,0.8386918382913807,0.05370355607300569,38
0.028880882263183593,0.003560121683613027,0.02423205375671387,0.002855404515176639,minkowski,3,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 3}",0.7434210526315791,0.8859649122807017,0.7574370709382151,0.931350114416476,0.8787185354691075,0.8558352402745996,0.8558352402745996,0.8123569794050343,0.8878718535469108,0.8558352402745996,0.8464626239511824,0.056117138428247976,22
0.027030014991760255,0.002827849222793469,0.018581604957580565,0.005172903998160283,minkowski,4,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 4}",0.7653508771929826,0.8881578947368421,0.6979405034324941,0.9336384439359267,0.8443935926773456,0.871853546910755,0.8306636155606406,0.8489702517162471,0.8970251716247141,0.8787185354691075,0.8456712433257056,0.0651703029652819,24
0.027298831939697267,0.0033728329609861688,0.021401429176330568,0.004171554805555925,minkowski,5,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 5}",0.7587719298245614,0.8859649122807018,0.7437070938215103,0.9382151029748284,0.8741418764302058,0.8741418764302058,0.8581235697940501,0.8489702517162473,0.8672768878718536,0.8558352402745996,0.8505148741418764,0.05500793133055508,13
0.027785730361938477,0.0029882087009016735,0.028461313247680663,0.012774643727347091,minkowski,6,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 6}",0.7894736842105263,0.8530701754385964,0.7025171624713958,0.9382151029748284,0.9016018306636155,0.8924485125858123,0.8649885583524027,0.826086956521739,0.9016018306636155,0.8627002288329519,0.8532704042715483,0.06417488419649243,6
0.027233386039733888,0.0018710275152827942,0.021552395820617676,0.00542472452721302,minkowski,7,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 7}",0.787280701754386,0.857456140350877,0.7162471395881007,0.9382151029748284,0.9016018306636155,0.8878718535469108,0.8672768878718536,0.8329519450800916,0.8993135011441646,0.8649885583524027,0.8553203661327231,0.06059752885332818,3
0.02794668674468994,0.002855584167510685,0.02112274169921875,0.004943554713047638,minkowski,8,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 8}",0.7916666666666666,0.8530701754385964,0.6864988558352403,0.9176201372997712,0.8741418764302058,0.874141876430206,0.8535469107551489,0.7848970251716246,0.9061784897025172,0.8649885583524027,0.840675057208238,0.06530320296526167,33
0.02790699005126953,0.003355667159508849,0.020067811012268066,0.005217629626126386,minkowski,9,"{'estimator__metric': 'minkowski', 'estimator__n_neighbors': 9}",0.7828947368421052,0.8640350877192983,0.6933638443935928,0.919908466819222,0.8718535469107551,0.8718535469107551,0.8581235697940504,0.7848970251716247,0.8993135011441646,0.8627002288329519,0.840894355453852,0.06414492445338799,31
